angDist,_RAJ2000,_DEJ2000,RA_ICRS,DE_ICRS,GaiaDR2,Plx,pmRA*,pmDE,RV,o_Gmag,Gmag,BP-RP,proba,Cluster,Teff50,_RA.icrs,_DE.icrs,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
0.003299,120.3760048964114,-34.4605797619099,120.37599460571,-34.46056823467,5545918852159324544,0.340078550083752,-1.9706730476975,2.67729480940912,,283,17.398603,1.244688,0.7,FSR_1360,5978.7266,120.37600489641,-34.46057976191,120.37600440067,-34.46058058200,0.0012616,0.0009350,7.62,5545918852159324544,120.37599427404,0.0439,-34.46056784511,0.0592,0.3365,0.0633,5.3158,3.427,-1.879,0.059,2.866,0.077,477,0.3288,502.04,0.144,5.858e-01,31,,,27,1.010,0,2.10394e+03,1.60962e+00,17.379782,9.22480e+02,9.40678e+00,17.926150,1.69360e+03,16.675867,1.243,1.250282,,,0,,,,,39514182,,0.002878,0.011418,0.005608,17.379782,0.002878,2.10394e+03,0.002,0.9417,1.2566,0.0797
0.002994,120.3815911399565,-34.4577828344326,120.38158265936,-34.45776995074,5545918856464279680,0.424491431398007,-1.62409293781789,2.99234267869856,,272,16.359867,1.202424,0.9,FSR_1360,5749.286,120.38159113996,-34.45778283443,120.38159214662,-34.45778278285,0.0007148,0.0005503,9.47,5545918856464279680,120.38158232832,0.0263,-34.45776953806,0.0362,0.4236,0.0378,11.2037,3.493,-1.822,0.035,2.980,0.044,455,1.2992,510.95,0.081,5.409e-01,31,,,27,1.043,0,5.46318e+03,2.50898e+00,16.343754,2.46229e+03,7.85901e+00,16.860195,4.31886e+03,15.659472,1.241,1.200723,,,0,,,,,39514186,,0.002800,0.004449,0.004262,16.343754,0.002800,5.46318e+03,0.005,0.5554,0.7109,0.0856
0.000417,120.4145019344456,-34.4455982086985,120.41449190342,-34.44558558556,5545918925183721216,0.395244788188481,-1.92129081446205,2.93182492860941,,288,14.512145,0.61753654,0.9,FSR_1360,6553.212,120.41450193445,-34.4455982087,120.41450179473,-34.44559822059,0.0002916,0.0002304,15.26,5545918925183721216,120.41449157631,0.0111,-34.44558516815,0.0144,0.4040,0.0157,25.6546,3.496,-1.896,0.015,2.937,0.018,469,0.2597,488.71,0.017,1.366e-01,31,,,27,1.008,0,2.98502e+04,7.08785e+00,14.499998,1.76027e+04,1.58119e+01,14.724597,1.79351e+04,14.113635,1.191,0.610962,,,0,,,,,39514275,,0.002767,0.002956,0.003882,14.499998,0.002767,2.98502e+04,0.004,0.2351,0.2878,0.1199
0.002342,120.2716183165929,-34.4933936733798,120.2716085445,-34.49338079159,5545928713403363584,0.399923524692649,-1.87062426026872,2.9918997062796,,290,12.209592,0.4521103,0.8,FSR_1360,7607.744,120.27161831659,-34.49339367338,120.27161829151,-34.49339432359,0.0001798,0.0001359,19.79,5545928713403363584,120.27160824220,0.0068,-34.49338029721,0.0085,0.4376,0.0094,46.6729,3.665,-1.864,0.009,3.156,0.011,489,-4.0354,762.73,0.059,6.309e+00,31,,,29,0.872,0,2.48464e+05,4.16599e+01,12.199206,1.55654e+05,6.42301e+01,12.358144,1.37086e+05,11.905417,1.178,0.452727,,,0,,,,,39511574,,0.002761,0.002826,0.003791,12.199206,0.002761,2.48464e+05,0.002,0.1416,0.1753,0.1780
0.002367,120.3211116508675,-34.446051215017,120.32110312473,-34.44603898361,5545930470055886848,0.387387051058903,-1.63304316513797,2.84084217942057,,287,14.386671,0.71309376,0.9,FSR_1360,6695.005,120.32111165087,-34.44605121502,120.32111137608,-34.44605183210,0.0002725,0.0002281,20.05,5545930470055886848,120.32110285069,0.0110,-34.44603855994,0.0131,0.4074,0.0148,27.5873,3.379,-1.582,0.015,2.986,0.017,472,1.0349,510.92,0.000,0.000e+00,31,,,29,1.033,0,3.34928e+04,8.62930e+00,14.374989,1.89600e+04,2.19966e+01,14.643948,2.10455e+04,13.939999,1.194,0.703949,,,0,,,,,39512028,,0.002769,0.003061,0.003880,14.374989,0.002769,3.34928e+04,0.002,0.2338,0.2676,0.1143
0.000573,120.3733812166984,-34.4279693481528,120.37337227177,-34.42795693272,5545930641854528384,0.358881048278123,-1.71362594050961,2.88358343087807,,265,13.5716305,0.5034008,1.0,FSR_1360,10870.021,120.3733812167,-34.42796934815,120.37338135907,-34.42796924066,0.0002302,0.0001627,15.71,5545930641854528384,120.37337196846,0.0083,-34.42795652878,0.0107,0.3742,0.0115,32.5088,3.349,-1.743,0.011,2.860,0.014,447,-1.6055,410.26,0.000,0.000e+00,31,,,27,0.946,0,7.10837e+04,1.77676e+01,13.557942,4.36268e+04,2.55445e+01,13.739158,4.00567e+04,13.241206,1.177,0.497952,,,0,,,,,39514511,,0.002769,0.002862,0.003819,13.557942,0.002769,7.10837e+04,-0.002,0.1686,0.2259,0.1814
0.001913,120.3888419054504,-34.4233999831649,120.38883275391,-34.42338785335,5545930744933728256,0.280603598061835,-1.7533048476805,2.81724747142453,,261,16.583704,1.1281099,0.9,FSR_1360,6948.5103,120.38884190545,-34.42339998316,120.38884234914,-34.42339959805,0.0007583,0.0006182,6.66,5545930744933728256,120.38883242151,0.0302,-34.42338748314,0.0392,0.4225,0.0430,9.8160,3.290,-1.843,0.039,2.726,0.046,437,-0.9253,422.51,0.000,0.000e+00,31,,,28,0.968,0,4.42037e+03,2.33161e+00,16.573720,2.09672e+03,1.27096e+01,17.034689,3.41866e+03,15.913257,1.248,1.121432,,,0,,,,,39514530,,0.002814,0.007148,0.004675,16.573720,0.002814,4.42037e+03,0.019,0.6203,0.7566,0.0473
0.000261,120.3823831242067,-34.4238279881272,120.38237372133,-34.42381570383,5545930744933733248,0.396597153474937,-1.80144632836774,2.85312819486534,,287,13.263155,0.41378307,1.0,FSR_1360,10762.898,120.38238312421,-34.42382798813,120.38238303813,-34.42382797322,0.0001908,0.0001475,17.86,5545930744933733248,120.38237341354,0.0073,-34.42381528286,0.0094,0.3886,0.0103,37.6643,3.368,-1.786,0.009,2.855,0.012,471,-0.5856,506.75,0.000,0.000e+00,31,,,28,0.980,0,9.44677e+04,2.36753e+01,13.249159,5.98051e+04,2.76639e+01,13.396697,5.09536e+04,12.979958,1.172,0.416739,,,0,,,,,39514539,,0.002769,0.002835,0.003821,13.249159,0.002769,9.44677e+04,-0.002,0.1521,0.1871,0.1500
0.000028,120.3583849364852,-34.383991424919,120.35837753844,-34.38398232938,5545931088531114240,0.236945148204133,-1.41802788831102,2.11251225577622,,281,14.367949,0.5362053,1.0,UBC_643,6589.47265625,120.35838493649,-34.38399142492,120.35838493948,-34.38399143218,0.0002789,0.0002177,16.77,5545931088531114240,120.35837728582,0.0107,-34.38398203222,0.0133,0.2377,0.0149,15.9415,2.548,-1.421,0.014,2.115,0.017,463,-0.1288,472.30,0.000,0.000e+00,31,,,28,0.995,0,3.41568e+04,9.36961e+00,14.353675,2.07005e+04,2.24981e+01,14.548590,1.96281e+04,14.015701,1.181,0.532888,,,0,,,66731203584029481,,39512250,,0.002771,0.003029,0.003877,14.353675,0.002771,3.41568e+04,-0.001,0.2234,0.2743,0.1370
0.001222,120.5021126920717,-34.4971551102922,120.50210292885,-34.4971427479,5545938097918992512,0.343576049993154,-1.86884120536903,2.87126520959139,,256,16.650194,1.2132273,1.0,FSR_1360,6771.8604,120.50211269207,-34.49715511029,120.50211229326,-34.49715519478,0.0007513,0.0006552,18.38,5545938097918992512,120.50210261543,0.0319,-34.49714233952,0.0381,0.4495,0.0446,10.0668,3.404,-1.795,0.041,2.892,0.046,460,1.5088,523.77,0.131,1.084e+00,31,,,27,1.050,0,4.17878e+03,1.90542e+00,16.634743,1.87464e+03,9.41416e+00,17.156244,3.26628e+03,15.962763,1.230,1.193481,,,0,,,,,39498845,,0.002799,0.006125,0.004977,16.634743,0.002799,4.17878e+03,-0.006,0.6654,0.7423,0.0818
0.000698,120.4609070826601,-34.4548711782136,120.46089766533,-34.45485865732,5545941396453880576,0.355152982687897,-1.80354634120067,2.9080789931775,,260,16.405222,1.152194,0.8,FSR_1360,6402.0786,120.46090708266,-34.45487117821,120.46090692599,-34.45487103347,0.0006457,0.0005538,13.86,5545941396453880576,120.46089735359,0.0270,-34.45485825804,0.0329,0.3899,0.0375,10.4063,3.379,-1.776,0.035,2.874,0.039,452,-1.7153,414.51,0.000,0.000e+00,31,,,27,0.942,0,5.23219e+03,2.23430e+00,16.390657,2.42097e+03,7.85269e+00,16.878569,4.03513e+03,15.733253,1.234,1.145316,,,0,,,,,39514326,,0.002794,0.004493,0.004475,16.390657,0.002794,5.23219e+03,0.003,0.5595,0.6407,0.0715
0.003823,120.4684671920497,-34.4410198838211,120.46845822469,-34.44100835783,5545941426507485312,0.40995125449343,-1.7176551608401,2.67700494456775,,260,17.314957,1.3092995,0.7,FSR_1360,5473.4204,120.46846719205,-34.44101988382,120.46846768216,-34.44102086592,0.0011038,0.0008972,11.27,5545941426507485312,120.46845789813,0.0435,-34.44100794992,0.0550,0.4614,0.0618,7.4714,3.427,-1.816,0.057,2.906,0.068,433,0.1064,448.97,0.000,0.000e+00,31,,,27,1.003,0,2.27182e+03,1.61451e+00,17.296432,9.65550e+02,7.15998e+00,17.876606,1.85015e+03,16.579878,1.239,1.296728,,,0,,,,,39514404,,0.002861,0.008521,0.006641,17.296432,0.002861,2.27182e+03,-0.007,0.9060,1.0966,0.0797
0.001486,120.5091336946021,-34.4393643942744,120.50912395292,-34.43935215302,5545941499533115648,0.412828603023568,-1.86600992028273,2.84313090763954,,265,15.9079,1.0404367,1.0,FSR_1360,6697.2407,120.5091336946,-34.43936439427,120.50913324667,-34.43936457863,0.0005363,0.0004596,18.81,5545941499533115648,120.50912363328,0.0217,-34.43935175783,0.0268,0.4035,0.0303,13.3086,3.392,-1.784,0.029,2.885,0.033,454,1.0158,500.48,0.049,2.964e-01,31,,,28,1.033,0,8.25259e+03,2.65805e+00,15.895890,4.03432e+03,7.91000e+00,16.324116,6.06476e+03,15.290861,1.224,1.033255,,,0,,,,,39514377,,0.002777,0.003510,0.004088,15.895890,0.002777,8.25259e+03,0.004,0.4681,0.5288,0.0941
0.000626,120.5094192273714,-34.4404544623643,120.50941101954,-34.44044477308,5545941499533115904,0.227434201118612,-1.57218251925184,2.25041447170515,,268,16.859926,1.1693897,1.0,UBC_643,6119.49755859,120.50941922737,-34.44045446236,120.50941903698,-34.44045453704,0.0008815,0.0007483,15.35,5545941499533115904,120.50941075312,0.0347,-34.44044446329,0.0432,0.2912,0.0486,5.9867,2.739,-1.537,0.047,2.267,0.054,460,0.8891,502.92,0.101,5.058e-01,31,,,28,1.029,0,3.44047e+03,1.95428e+00,16.845823,1.58712e+03,5.91203e+00,17.337020,2.66796e+03,16.182447,1.237,1.154573,,,0,,,,,39514376,,0.002823,0.004913,0.005451,16.845823,0.002823,3.44047e+03,0.005,0.7584,0.8728,0.0837
0.000334,120.533847928605,-34.4040778267596,120.53384010715,-34.40406842873,5545941911849895680,0.223615544227644,-1.49882501790359,2.18276780529298,,273,15.584017,0.8866291,1.0,UBC_643,7369.00927734,120.5338479286,-34.40407782676,120.53384781642,-34.40407782090,0.0004527,0.0003701,6.78,5545941911849895680,120.53383983975,0.0176,-34.40406812612,0.0221,0.2140,0.0247,8.6621,2.636,-1.481,0.023,2.181,0.028,479,0.8188,521.26,0.005,3.865e-03,31,,,29,1.026,0,1.11248e+04,2.99568e+00,15.571638,5.86929e+03,9.72221e+00,15.917079,7.68208e+03,15.034198,1.218,0.882881,,,0,,,66711205338425368,,39514500,,0.002771,0.003320,0.003988,15.571638,0.002771,1.11248e+04,0.012,0.3714,0.4517,0.0475
0.001487,120.5175400670985,-34.3915097062787,120.51753230754,-34.3915006537,5545941980569377792,0.212663886372219,-1.48718617949468,2.10253550963122,,293,15.238052,0.81708336,1.0,UBC_643,8947.6875,120.5175400671,-34.39150970628,120.51754038612,-34.39151002452,0.0003735,0.0003235,15.06,5545941980569377792,120.51753204382,0.0153,-34.39150034835,0.0182,0.2393,0.0214,11.1817,2.672,-1.549,0.020,2.177,0.023,476,0.1319,495.65,0.000,0.000e+00,31,,,28,1.004,0,1.52942e+04,4.01069e+00,15.226048,8.29883e+03,1.43453e+01,15.541000,1.01663e+04,14.729985,1.207,0.811015,,,0,,,,,39514821,,0.002770,0.003363,0.003889,15.226048,0.002770,1.52942e+04,0.007,0.3271,0.3703,0.0722
0.001212,120.5367125988397,-34.3965897577864,120.53670471391,-34.39658021711,5545942014929106304,0.211396149412114,-1.51112350197388,2.21589903182775,,264,13.705594,0.70671654,1.0,UBC_643,11235.44628906,120.53671259884,-34.39658975779,120.53671225450,-34.39658957704,0.0002235,0.0001725,10.09,5545942014929106304,120.53670446711,0.0083,-34.39657990459,0.0109,0.2460,0.0120,20.5084,2.613,-1.446,0.011,2.176,0.014,468,-0.5481,448.75,0.000,0.000e+00,31,,,29,0.981,0,6.27031e+04,1.13028e+01,13.694144,3.55915e+04,2.76175e+01,13.960177,3.94944e+04,13.256557,1.197,0.703621,,,0,,,,,39515409,,0.002762,0.002915,0.003814,13.694144,0.002762,6.27031e+04,0.005,0.1743,0.2221,0.0900
0.002561,120.4471607178443,-34.4404670335948,120.4471518131,-34.44045525314,5545942152368125696,0.328636668239943,-1.70567256982474,2.73610606647171,,255,16.267815,1.1346874,0.9,FSR_1360,5831.493,120.44716071784,-34.44046703359,120.44716113751,-34.44046765523,0.0006225,0.0005374,14.00,5545942152368125696,120.44715148880,0.0262,-34.44045485196,0.0325,0.4155,0.0375,11.0892,3.392,-1.790,0.034,2.881,0.038,411,-0.3291,413.41,0.000,0.000e+00,31,,,25,0.988,0,5.93215e+03,2.35990e+00,16.254337,2.77240e+03,8.44397e+00,16.731403,4.53385e+03,15.606727,1.232,1.124677,,,0,,,,,39514271,,0.002789,0.004327,0.004263,16.254337,0.002789,5.93215e+03,0.003,0.5427,0.6178,0.0691
0.000516,120.4732500768613,-34.4327104324323,120.47324245896,-34.43270126291,5545942186727852032,0.247708105030371,-1.45931884700374,2.12969464733208,,268,15.128693,0.8020277,1.0,UBC_643,6503.54443359,120.47325007686,-34.43271043243,120.47324999703,-34.43271055964,0.0003630,0.0003080,9.35,5545942186727852032,120.47324220210,0.0147,-34.43270096392,0.0186,0.2764,0.0210,13.1575,2.599,-1.447,0.019,2.159,0.022,437,-1.4524,407.11,0.000,0.000e+00,31,,,27,0.950,0,1.69171e+04,4.32459e+00,15.116550,9.23239e+03,1.31573e+01,15.425258,1.11334e+04,14.631326,1.204,0.793932,,,0,,,66681204732511004,,39514414,,0.002769,0.003190,0.003948,15.116550,0.002769,1.69171e+04,0.005,0.3096,0.3617,0.0528
0.000782,120.4285422486391,-34.4224185660581,120.42853338844,-34.42240619186,5545942422939936896,0.429624339666825,-1.69750737393589,2.87400807704728,,272,17.993475,1.3811283,0.8,FSR_1360,,120.42854224864,-34.42241856606,120.42854245748,-34.42241843372,0.0017141,0.0013552,6.23,5545942422939936896,120.42853307468,0.0650,-34.42240581262,0.0831,0.5183,0.0950,5.4552,3.331,-1.741,0.085,2.840,0.106,416,-0.7361,406.91,0.000,0.000e+00,31,,,26,0.974,0,1.21838e+03,1.34941e+00,17.972914,5.08134e+02,6.63779e+00,18.573597,1.05474e+03,17.190035,1.283,1.383562,,,0,,,,,39514577,,0.003006,0.014455,0.008992,17.972914,0.003006,1.21838e+03,0.026,1.3600,1.7103,0.0511
0.002404,120.4321765267489,-34.4218758333025,120.43216642624,-34.42186430715,5545942427246033280,0.403151771918676,-1.9351479214051,2.67704215517516,,272,17.5579,1.3453445,0.9,FSR_1360,6009.674,120.43217652675,-34.4218758333,120.43217600456,-34.42187634369,0.0013011,0.0010404,3.42,5545942427246033280,120.43216609448,0.0499,-34.42186392767,0.0635,0.3532,0.0728,4.8523,3.345,-1.839,0.065,2.794,0.080,433,0.6513,466.24,0.000,0.000e+00,31,,,27,1.022,0,1.80724e+03,2.03415e+00,17.544825,7.55788e+02,5.98891e+00,18.142542,1.49734e+03,16.809593,1.247,1.332949,,,0,,,,,39514592,,0.003014,0.009045,0.005560,17.544825,0.003014,1.80724e+03,-0.004,1.0414,1.3003,0.0269
0.001819,120.4989546658364,-34.4061340983987,120.49894709025,-34.40612502386,5545942697816870144,0.213344359267561,-1.45167337437888,2.10763427347154,50.1233896624856,280,12.339154,1.8915329,1.0,UBC_643,4644.12158203,120.49895466584,-34.4061340984,120.49895453163,-34.40613459147,0.0001791,0.0001551,16.95,5545942697816870144,120.49894686272,0.0075,-34.40612465268,0.0091,0.2814,0.0106,26.5831,2.651,-1.424,0.010,2.236,0.011,455,4.2839,835.20,0.067,7.345e+00,31,,,27,1.145,0,2.20999e+05,3.29832e+01,12.326392,6.80050e+04,3.79121e+01,13.257190,2.23286e+05,11.375740,1.318,1.881450,50.12,5.20,8,5000.0,3.0,,,39514802,,0.002760,0.002855,0.003803,12.326392,0.002760,2.20999e+05,-0.001,0.1573,0.1772,0.0804
0.001821,120.4940936810852,-34.3829875781697,120.49408573483,-34.38297837851,5545942770843371008,0.188807042110082,-1.52312460634507,2.13669421022838,,265,15.957726,0.8371496,1.0,UBC_643,8247.1328125,120.49409368109,-34.38298757817,120.49409342938,-34.38298803941,0.0005558,0.0004907,22.30,5545942770843371008,120.49408547990,0.0227,-34.38297806554,0.0277,0.2810,0.0326,8.6208,2.686,-1.476,0.031,2.244,0.034,439,-0.1019,449.48,0.085,9.204e-01,31,,,27,0.996,0,7.86752e+03,3.20268e+00,15.947772,4.25870e+03,9.52212e+00,16.265348,5.28996e+03,15.439264,1.214,0.826084,,,0,,,,,39514838,,0.002791,0.003698,0.004421,15.947772,0.002791,7.86752e+03,0.012,0.5006,0.5469,0.0874
0.000959,120.485036485622,-34.3920841604506,120.48502864466,-34.39207489122,5545942770843382016,0.200418945482295,-1.5027773652023,2.15285423319344,,276,15.781468,0.79193115,1.0,UBC_643,6884.98632812,120.48503648562,-34.39208416045,120.48503638154,-34.39208441262,0.0005099,0.0004135,16.30,5545942770843382016,120.48502837273,0.0198,-34.39207459824,0.0252,0.2262,0.0282,8.0333,2.662,-1.487,0.026,2.208,0.031,447,1.1993,499.82,0.025,9.093e-02,31,,,28,1.040,0,9.27527e+03,2.98801e+00,15.769051,5.09464e+03,9.01051e+00,16.070759,6.08027e+03,15.288088,1.205,0.782671,,,0,,,,,39514794,,0.002777,0.003387,0.004406,15.769051,0.002777,9.27527e+03,0.006,0.4219,0.5030,0.1130
0.000561,120.4836616392393,-34.3929751724173,120.48365418283,-34.39296589579,5545942770843383552,0.217277164879157,-1.42906093538594,2.15457181249535,,285,14.037393,0.67854977,1.0,UBC_643,11084.74804688,120.48366163924,-34.39297517242,120.48366172659,-34.39297531063,0.0002451,0.0001925,17.85,5545942770843383552,120.48365392964,0.0094,-34.39296558383,0.0121,0.2328,0.0134,17.3587,2.624,-1.448,0.012,2.189,0.015,455,-0.3446,445.60,0.000,0.000e+00,31,,,28,0.988,0,4.62294e+04,9.68234e+00,14.025072,2.65286e+04,2.32543e+01,14.279255,2.87176e+04,13.602525,1.195,0.676730,,,0,,,,,,,0.002765,0.002948,0.003834,14.025072,0.002765,4.62294e+04,0.005,0.1981,0.2406,0.1408
0.000274,120.5081152358418,-34.3760596985123,120.50810753495,-34.37605048477,5545942805203097856,0.225534460387924,-1.47621590089845,2.13996529780337,,283,14.587016,0.69064426,1.0,UBC_643,10952.48632812,120.50811523584,-34.37605969851,120.50811516117,-34.37605974313,0.0002757,0.0002464,18.50,5545942805203097856,120.50810727912,0.0117,-34.37605018434,0.0139,0.2194,0.0163,13.4602,2.602,-1.464,0.016,2.151,0.017,472,-1.2338,443.98,0.000,0.000e+00,31,,,28,0.959,0,2.78572e+04,5.23220e+00,14.575022,1.59150e+04,1.79259e+01,14.834023,1.73960e+04,14.146772,1.196,0.687251,,,0,,,,,39514847,,0.002763,0.003046,0.003853,14.575022,0.002763,2.78572e+04,0.005,0.2495,0.2729,0.0676
0.000526,120.5276906854063,-34.3536514299168,120.52768325242,-34.35364213896,5545942942642030464,0.226506908954995,-1.42524035121701,2.15789877026351,,273,14.097545,0.5712328,1.0,UBC_643,10856.015625,120.52769068541,-34.35365142992,120.52769052585,-34.35365149339,0.0002375,0.0002026,10.93,5545942942642030464,120.52768300252,0.0097,-34.35364183396,0.0120,0.2405,0.0139,17.3542,2.584,-1.397,0.013,2.173,0.015,467,-1.1962,438.69,0.000,0.000e+00,31,,,27,0.960,0,4.38209e+04,1.00590e+01,14.083164,2.62328e+04,1.52411e+01,14.291431,2.57520e+04,13.720867,1.186,0.570564,,,0,,,,,39514955,,0.002767,0.002861,0.003831,14.083164,0.002767,4.38209e+04,0.003,0.2040,0.2363,0.0592
0.001277,120.5977644028118,-34.3592003752074,120.59775694126,-34.35919169862,5545943453732253952,0.212927815085745,-1.43062293877435,2.01520779510739,,277,16.555023,0.7940521,1.0,UBC_643,6062.00146484,120.59776440281,-34.35920037521,120.59776483214,-34.35920038640,0.0006891,0.0006460,14.73,5545943458040754560,120.59775667360,0.0297,-34.35919141570,0.0340,0.2286,0.0409,5.5938,2.524,-1.515,0.040,2.018,0.042,467,-0.8783,463.73,0.000,0.000e+00,95,1.5661,0.0094,28,0.970,0,4.55464e+03,2.27466e+00,16.541233,2.47468e+03,1.12021e+01,16.854744,2.96326e+03,16.068472,1.194,0.786272,,,0,,,,,39515507,,0.002808,0.005652,0.004420,16.545026,0.002809,4.53875e+03,-0.005,0.6489,0.6864,0.0318
0.002749,120.5285279724502,-34.3280358872789,120.52852050474,-34.32802723475,5545944626269202560,0.185068284307396,-1.43233631336179,2.00961872497616,,256,16.589098,0.8992691,1.0,UBC_643,7296.34472656,120.52852797245,-34.32803588728,120.52852802436,-34.32803664974,0.0007588,0.0006427,178.21,5545944626269202560,120.52852025054,0.0292,-34.32802692305,0.0373,0.2109,0.0421,5.0126,2.622,-1.444,0.040,2.189,0.047,441,0.5621,470.91,0.000,0.000e+00,31,,,27,1.018,0,4.40972e+03,2.11926e+00,16.576338,2.30790e+03,6.85318e+00,16.930500,3.02163e+03,16.047293,1.209,0.883207,,,0,,,,,39516180,,0.002804,0.004264,0.005212,16.576338,0.002804,4.40972e+03,0.002,0.6428,0.7587,-0.0104
0.000665,120.4733157885674,-34.3403668640268,120.47330814716,-34.34035788399,5545954831111531904,0.205223387235053,-1.46543553567574,2.08568688708719,,264,13.888308,0.55967903,1.0,UBC_643,11178.76367188,120.47331578857,-34.34036686403,120.47331564072,-34.34036700258,0.0002266,0.0001958,15.62,5545954831111531904,120.47330790201,0.0093,-34.34035757297,0.0113,0.2092,0.0129,16.2339,2.563,-1.438,0.012,2.122,0.014,432,-1.3703,397.08,0.000,1.945e-15,31,,,28,0.953,0,5.30797e+04,1.24641e+01,13.875046,3.18784e+04,1.93673e+01,14.079803,3.10041e+04,13.519347,1.185,0.560455,,,0,,,,,39516119,,0.002767,0.002867,0.003832,13.875046,0.002767,5.30797e+04,0.002,0.1982,0.2245,0.0759
0.043453,120.4309035062571,-34.3060095385596,120.43089567391,-34.30600002792,5545955174699483264,0.191736796278128,-1.50266897116202,2.20892207497481,,98,15.233504,,1.0,UBC_643,4813.98046875,120.43090350626,-34.30600953856,120.43089521048,-34.30599960208,0.0009859,0.0000528,105.87,5545955174699483264,120.43089521048,0.9484,-34.30599960208,0.2743,,,,,,,,,97,5.1613,180.23,0.247,5.771e+00,3,,,8,,0,1.45302e+04,1.75019e+01,15.281688,,,,,,,,,,0,,,,,,,0.003050,,,15.281688,0.003050,1.45302e+04,,0.9484,0.2743,-0.9798
0.000718,120.5002579435347,-34.2949926347709,120.50025057695,-34.29498318914,5545956476071947392,0.222346186667412,-1.4134966291005,2.19382468943579,,272,13.8492,1.0403147,1.0,UBC_643,7148.78125,120.50025794354,-34.29499263477,120.50025775847,-34.29499250683,0.0002233,0.0002001,12.79,5545956476071947392,120.50025033821,0.0091,-34.29498287448,0.0112,0.2733,0.0131,20.8936,2.569,-1.379,0.013,2.167,0.014,436,-1.4791,391.28,0.000,0.000e+00,31,,,28,0.949,0,5.48929e+04,9.74305e+00,13.838575,2.69316e+04,1.88344e+01,14.262886,4.03945e+04,13.232090,1.226,1.030796,,,0,,,,,39516283,,0.002762,0.002892,0.003819,13.838575,0.002762,5.48929e+04,0.007,0.2013,0.2222,0.0474
0.007518,106.0440097378976,-46.1290233924279,106.04394604726,-46.12896683575,5558017878110443520,3.84319574960224,-10.251859326337,13.1357489631808,1.84320802491319,221,12.288827,1.0899544,1.0,Alessi_3,5673.5044,106.0440097379,-46.12902339243,106.04400695022,-46.12902259944,0.0005910,0.0004760,172.41,5558017878110443520,106.04394413566,0.0225,-46.12896498871,0.0265,3.7953,0.0253,150.1735,16.247,-9.795,0.030,12.962,0.036,352,35.1349,3661.11,0.290,1.209e+02,31,,,27,2.595,0,2.30114e+05,5.12725e+01,12.282509,1.09768e+05,8.70992e+01,12.737353,1.71248e+05,11.663835,1.221,1.073519,1.84,0.75,7,5500.0,4.5,,,470851446,,0.002766,0.002920,0.003836,12.282509,0.002766,2.30114e+05,-0.003,0.4783,0.5892,-0.0570
0.004825,105.8909714517438,-45.5321745726833,105.89090848613,-45.53211899831,5558105912058000256,3.92093110224922,-10.2444287282525,12.9076010244962,1.50626389257764,205,11.070086,0.68731785,1.0,Alessi_3,6260.3174,105.89097145174,-45.53217457268,105.89096956570,-45.53217434711,0.0002467,0.0002267,176.37,5558105912058000256,105.89090650453,0.0096,-45.53211716019,0.0114,3.8736,0.0111,349.8280,16.259,-9.939,0.014,12.867,0.015,362,-3.9991,855.98,0.089,1.141e+01,31,,,27,0.853,0,7.03098e+05,2.04658e+02,11.069828,4.01157e+05,2.41222e+02,11.330257,4.35461e+05,10.650523,1.190,0.679734,1.51,0.55,14,6500.0,4.5,,,470893124,,0.002773,0.002866,0.003811,11.069828,0.002773,7.03098e+05,-0.001,0.2268,0.2467,-0.0107
0.001821,107.4774056697513,-45.2378998470306,107.47734626018,-45.23784927723,5558182770494600576,3.62563725276104,-9.71631165285542,11.7452474294349,,232,16.98991,2.4491653,1.0,Alessi_3,3328.4731,107.47740566975,-45.23789984703,107.47740588292,-45.23790032997,0.0010188,0.0009036,173.94,5558182770494600576,107.47734434049,0.0406,-45.23784761886,0.0474,3.6378,0.0484,75.1133,15.354,-9.751,0.056,11.860,0.063,358,-0.6614,351.10,0.000,2.139e-15,31,,,27,0.974,0,3.09554e+03,2.16315e+00,16.960526,6.73929e+02,8.97712e+00,18.267006,3.66010e+03,15.839165,1.400,2.427841,,,0,,,,,470863689,,0.002858,0.014729,0.005245,16.960526,0.002858,3.09554e+03,0.004,0.9049,1.0176,-0.0252
